po_number,item,supplier_name,order_dt,delivery_dt,qty_ordered,status
PO25346,SKU116,ABC Traders,2024/08/17,2024-09-08,4048,Pending
PO25347,Milk 500ml,Global Supplies,2022/04/04,2022-04-28,3627,In Transit
PO25348,SKU139,Global Supplies,2022/02/08,2022-03-10,1177,Delivered
PO25349,SKU146,ABC Traders,2024/09/10,2024-10-09,3458,Delivered
PO25350,SKU126,ABC Traders,2022/03/25,2022-04-06,2772,In Transit
PO25351,SKU123,FreshSource Ltd,2023/06/21,2023-07-02,378,Cancelled
PO25352,SKU134,Global Supplies,2022/12/17,,2775,Delayed
PO25353,Detergent 2kg,ABC Traders,2022/08/08,2022-08-21,2908,Delayed
PO25354,SKU115,Om Distributors,2024/07/08,2024-07-24,1073,Cancelled
PO25355,SKU153,FreshSource Ltd,2024/06/24,2024-07-14,4622,Cancelled
PO25356,Milk 1L,Om Distributors,2023/07/27,,2750,Delivered
PO25357,SKU157,Om Distributors,2023/08/26,2023-09-14,1438,Delivered
PO25358,Detergent 500g,FreshSource Ltd,2022/08/25,2022-09-21,4042,Cancelled
PO25359,Sunflower Oil 2L,Global Supplies,2022/06/30,2022-07-04,2806,In Transit
PO25360,Detergent 500g,ABC Traders,2022/10/05,2022-10-14,4276,Delayed
PO25361,SKU141,Om Distributors,2024/09/12,2024-09-19,2614,Pending
PO25362,Biscuits 100g,Om Distributors,2024/04/07,2024-04-20,3700,In Transit
PO25363,SKU140,Om Distributors,2023/01/04,2023-01-19,1993,Cancelled
PO25364,Milk 500ml,Prime Wholesale,2022/01/18,2022-02-01,4808,Delayed
PO25365,SKU109,Om Distributors,2024/06/13,2024-07-09,2751,In Transit
PO25366,Detergent 500g,ABC Traders,2022/05/24,2022-05-31,439,Delayed
PO25367,SKU109,ABC Traders,2022/07/12,2022-08-03,4192,In Transit
PO25368,SKU120,Global Supplies,2024/02/29,2024-03-18,1345,Cancelled
PO25369,SKU144,Om Distributors,2023/06/17,,4485,Delivered
PO25370,SKU139,Prime Wholesale,2024/07/19,2024-07-24,1723,Pending
PO25371,Tea 500g,Om Distributors,2024/01/09,2024-01-16,2741,Delivered
PO25372,Sunflower Oil 2L,ABC Traders,2024/01/05,2024-01-12,813,Delivered
PO25373,SKU104,Om Distributors,2022/06/19,2022-06-30,1807,Pending
PO25374,SKU144,Global Supplies,2022/05/27,2022-06-24,3481,Delayed
PO25375,Sunflower Oil 2L,Global Supplies,2022/06/04,2022-06-24,4643,Delivered
PO25376,SKU148,Prime Wholesale,2023/05/03,2023-05-07,1372,Delivered
PO25377,SKU142,FreshSource Ltd,2024/04/20,2024-05-18,477,Delayed
PO25378,SKU148,Global Supplies,2023/06/02,2023-06-23,1965,Cancelled
PO25379,Milk 1L,Global Supplies,2024/05/14,2024-05-21,212,Cancelled
PO25380,SKU102,FreshSource Ltd,2022/09/10,,1498,In Transit
PO25381,SKU143,Om Distributors,2022/11/12,2022-12-10,791,Cancelled
PO25382,Tea 500g,Global Supplies,2024/07/05,2024-07-31,3495,Pending
PO25383,Biscuits 100g,ABC Traders,2023/10/08,2023-10-15,1369,Delivered
PO25384,SKU151,FreshSource Ltd,2024/03/21,,1783,Delivered
PO25385,SKU110,Global Supplies,2024/07/16,2024-08-10,4582,Delivered
PO25386,Sunflower Oil 1L,Prime Wholesale,2023/06/06,2023-06-30,4139,Delayed
PO25387,SKU132,FreshSource Ltd,2022/08/21,2022-08-29,4556,Delivered
PO25388,SKU145,ABC Traders,2024/02/12,2024-02-27,1124,In Transit
PO25389,SKU136,ABC Traders,2022/09/24,2022-10-15,3939,Cancelled
PO25390,SKU142,Om Distributors,2022/05/05,,1418,Cancelled
PO25391,Biscuits 200g,Global Supplies,2023/07/30,2023-08-26,4705,In Transit
PO25392,SKU154,FreshSource Ltd,2023/10/12,2023-11-09,4586,Delivered
PO25393,Tea 500g,FreshSource Ltd,2022/04/20,2022-04-27,982,Pending
PO25394,SKU154,Prime Wholesale,2024/07/16,2024-08-04,2295,Delivered
PO25395,SKU140,ABC Traders,2022/09/04,2022-10-02,3365,Cancelled
PO25396,SKU146,Global Supplies,2022/01/05,2022-01-09,4046,Delayed
PO25397,SKU125,Om Distributors,2023/08/03,2023-08-21,481,Pending
PO25398,SKU156,FreshSource Ltd,2022/09/16,,960,Delivered
PO25399,Milk 500ml,ABC Traders,2023/07/12,2023-07-21,1507,Delayed
PO25400,SKU154,ABC Traders,2023/05/04,2023-05-18,248,Delivered
PO25401,Coffee 200g,ABC Traders,2022/05/09,,3116,In Transit
PO25402,SKU125,Prime Wholesale,2022/05/11,2022-06-02,1938,Delayed
PO25403,SKU146,Om Distributors,2024/09/02,2024-09-27,2310,Delayed
PO25404,SKU134,Prime Wholesale,2023/08/04,2023-08-16,3201,Delayed
PO25405,Milk 500ml,Om Distributors,2022/04/08,2022-04-29,4917,Pending
PO25406,Biscuits 200g,FreshSource Ltd,2023/09/26,,1442,Delayed
PO25407,SKU135,Prime Wholesale,2022/12/25,2023-01-16,4449,Delivered
PO25408,Coffee 200g,FreshSource Ltd,2023/05/02,2023-05-25,3248,Cancelled
PO25409,Detergent 500g,Global Supplies,2023/06/16,2023-06-22,4127,In Transit
PO25410,SKU157,Om Distributors,2022/11/01,2022-11-04,1610,Pending
PO25411,SKU129,Om Distributors,2024/01/04,2024-01-13,2434,Cancelled
PO25412,Biscuits 200g,Om Distributors,2024/08/09,2024-08-13,4943,In Transit
PO25413,Biscuits 100g,Om Distributors,2023/02/11,2023-02-14,244,Delayed
PO25414,Tea 250g,Om Distributors,2024/01/22,,4738,Pending
PO25415,SKU100,Prime Wholesale,2023/01/22,2023-02-19,2115,Cancelled
PO25416,SKU139,Prime Wholesale,2024/02/20,2024-03-08,4593,Delayed
PO25417,Peanut Butter Smooth 200g,FreshSource Ltd,2023/08/08,2023-08-24,1581,Delivered
PO25418,SKU124,ABC Traders,2024/07/11,2024-08-02,4726,Pending
PO25419,SKU132,FreshSource Ltd,2022/08/15,2022-08-26,417,Delivered
PO25420,SKU153,Prime Wholesale,2022/03/06,2022-04-03,390,Delayed
PO25421,Tea 500g,Prime Wholesale,2022/03/05,2022-03-15,1035,Pending
PO25422,Biscuits 200g,Global Supplies,2023/09/07,2023-09-10,1335,Pending
PO25423,Biscuits 200g,Om Distributors,2024/09/05,,2668,Delayed
PO25424,SKU115,Prime Wholesale,2023/06/22,,277,In Transit
PO25425,Peanut Butter Crunchy 200g,Om Distributors,2023/06/02,2023-06-29,4398,In Transit
PO25426,Biscuits 100g,Global Supplies,2022/09/07,2022-09-20,490,Cancelled
PO25427,Biscuits 100g,Om Distributors,2023/10/12,,372,Pending
PO25428,Milk 500ml,Prime Wholesale,2023/06/15,2023-06-23,1139,In Transit
PO25429,Biscuits 200g,FreshSource Ltd,2022/12/16,,1236,In Transit
PO25430,SKU102,Om Distributors,2024/02/11,2024-02-23,3908,Cancelled
PO25431,Peanut Butter Smooth 200g,FreshSource Ltd,2023/05/23,2023-06-09,4064,In Transit
PO25432,Peanut Butter Smooth 1kg,Global Supplies,2022/08/14,2022-09-03,4267,Delayed
PO25433,SKU104,ABC Traders,2023/07/25,,3682,Delivered
PO25434,SKU107,Global Supplies,2023/09/27,2023-10-06,3492,Pending
PO25435,SKU153,Om Distributors,2023/07/20,,3927,Cancelled
PO25436,SKU157,FreshSource Ltd,2022/03/16,,3704,Delivered
PO25437,SKU130,ABC Traders,2023/01/28,2023-02-16,878,Pending
PO25438,SKU148,ABC Traders,2022/02/05,2022-02-25,645,Delivered
PO25439,Milk 500ml,Global Supplies,2022/04/13,2022-05-06,4518,Delayed
PO25440,SKU140,Global Supplies,2022/01/16,2022-01-29,3366,Cancelled
PO25441,SKU118,ABC Traders,2023/04/28,2023-05-01,3253,Delivered
PO25442,Tea 500g,FreshSource Ltd,2022/06/11,2022-06-19,4601,In Transit
PO25443,SKU113,ABC Traders,2023/01/15,2023-02-01,376,Cancelled
PO25444,SKU141,FreshSource Ltd,2022/03/16,,4754,Pending
PO25445,Sunflower Oil 2L,Prime Wholesale,2023/12/14,2024-01-07,2468,In Transit
PO25446,Tea 250g,Global Supplies,2022/06/15,2022-07-07,4945,Delivered
PO25447,SKU159,Prime Wholesale,2022/08/30,2022-09-15,3658,Delivered
PO25448,SKU133,Prime Wholesale,2023/06/01,2023-06-15,1862,Delayed
PO25449,Biscuits 100g,Global Supplies,2022/11/19,2022-12-02,1504,Pending
PO25450,Sunflower Oil 2L,FreshSource Ltd,2022/04/10,2022-04-15,2380,In Transit
PO25451,SKU133,FreshSource Ltd,2024/04/07,2024-04-21,4815,Delayed
PO25452,Tea 500g,FreshSource Ltd,2022/02/17,2022-02-24,300,In Transit
PO25453,Sunflower Oil 2L,Global Supplies,2022/04/08,2022-05-07,1479,Pending
PO25454,SKU112,FreshSource Ltd,2024/01/31,2024-02-04,2677,Delayed
PO25455,Biscuits 200g,ABC Traders,2022/09/14,2022-10-06,3335,In Transit
PO25456,SKU155,Global Supplies,2023/11/16,,4873,Delayed
PO25457,SKU115,Prime Wholesale,2022/05/12,2022-06-10,3504,Delivered
PO25458,Sunflower Oil 2L,Prime Wholesale,2022/02/06,,3363,In Transit
PO25459,SKU158,Global Supplies,2023/06/25,2023-07-12,1261,Cancelled
PO25460,SKU142,Global Supplies,2022/12/04,2022-12-12,3018,Delivered
PO25461,SKU130,Prime Wholesale,2023/05/01,2023-05-17,3061,Delivered
PO25462,SKU137,ABC Traders,2023/05/04,2023-05-19,4579,Delayed
PO25463,Detergent 2kg,FreshSource Ltd,2022/06/14,2022-06-30,3276,In Transit
PO25464,Detergent 1kg,Om Distributors,2023/04/01,2023-04-07,4493,Cancelled
PO25465,SKU131,Prime Wholesale,2023/03/21,2023-03-24,1017,Cancelled
PO25466,Biscuits 200g,Global Supplies,2022/10/26,2022-11-19,3646,Delivered
PO25467,SKU109,Prime Wholesale,2024/08/27,2024-09-19,1320,Cancelled
PO25468,SKU138,FreshSource Ltd,2022/08/30,2022-09-14,389,Delivered
PO25469,SKU138,Global Supplies,2024/04/20,,4943,Delayed
PO25470,SKU128,Prime Wholesale,2022/01/23,2022-02-21,1653,Cancelled
PO25471,SKU100,Om Distributors,2024/04/24,2024-05-07,1959,In Transit
PO25472,SKU136,Prime Wholesale,2022/01/20,,637,Delayed
PO25473,SKU152,Global Supplies,2024/06/14,2024-07-01,1556,Delayed
PO25474,Sunflower Oil 1L,Om Distributors,2023/04/16,2023-05-12,4999,Pending
PO25475,SKU144,Om Distributors,2024/05/22,2024-06-11,3321,Pending
PO25476,SKU148,Global Supplies,2022/09/14,2022-10-12,3605,Cancelled
PO25477,Sunflower Oil 2L,FreshSource Ltd,2024/08/15,2024-09-09,1143,Delivered
PO25478,Peanut Butter Smooth 200g,Prime Wholesale,2023/07/30,2023-08-04,3850,Pending
PO25479,Sunflower Oil 2L,Om Distributors,2023/10/25,2023-11-07,3702,Pending
PO25480,Detergent 1kg,FreshSource Ltd,2023/02/01,2023-02-04,3989,Pending
PO25481,Peanut Butter Smooth 200g,ABC Traders,2023/08/12,,1200,Delivered
PO25482,Sunflower Oil 2L,FreshSource Ltd,2023/03/11,2023-04-02,2403,In Transit
PO25483,Sunflower Oil 2L,FreshSource Ltd,2024/08/30,,811,Pending
PO25484,SKU151,Prime Wholesale,2023/01/04,2023-01-26,3435,Delivered
PO25485,Tea 250g,ABC Traders,2024/06/20,2024-07-13,3573,Pending
PO25486,SKU109,Prime Wholesale,2024/05/20,2024-05-27,1352,Delayed
PO25487,SKU105,FreshSource Ltd,2024/07/18,2024-08-11,3936,Delayed
PO25488,SKU124,FreshSource Ltd,2022/09/28,2022-10-18,2279,Delayed
PO25489,SKU121,Global Supplies,2022/02/01,2022-02-24,3253,Delivered
PO25490,SKU111,ABC Traders,2022/09/27,2022-10-20,4005,Delivered
PO25491,Sunflower Oil 2L,Om Distributors,2024/08/27,2024-09-25,1584,Delayed
PO25492,SKU105,FreshSource Ltd,2022/12/19,2023-01-10,965,In Transit
PO25493,Tea 500g,ABC Traders,2022/10/13,2022-11-02,3908,Delivered
PO25494,SKU139,Prime Wholesale,2024/07/31,2024-08-06,2367,Pending
PO25495,SKU157,Prime Wholesale,2023/02/25,2023-03-19,4169,In Transit
PO25496,SKU106,Om Distributors,2023/01/11,2023-01-16,1247,Delayed
PO25497,Tea 500g,Global Supplies,2024/02/13,2024-03-06,985,In Transit
PO25498,SKU107,Prime Wholesale,2023/10/07,2023-11-05,3597,Delayed
PO25499,Peanut Butter Smooth 200g,Global Supplies,2022/01/09,,3500,Delayed
PO25500,Tea 500g,Om Distributors,2022/04/17,2022-04-20,1749,Cancelled
PO25501,SKU153,Global Supplies,2022/10/04,2022-11-03,2282,Delivered
PO25502,Biscuits 100g,Global Supplies,2023/09/04,2023-09-08,4669,Delayed
PO25503,Milk 500ml,Om Distributors,2022/12/06,2022-12-30,3167,Pending
PO25504,Sunflower Oil 2L,ABC Traders,2022/05/31,2022-06-30,708,Delayed
PO25505,SKU104,Global Supplies,2024/09/10,2024-10-01,3218,Cancelled
PO25506,SKU130,Prime Wholesale,2024/05/18,2024-06-04,4792,Cancelled
PO25507,Sunflower Oil 2L,ABC Traders,2023/10/11,2023-10-16,1464,Delivered
PO25508,SKU138,ABC Traders,2023/12/16,2024-01-04,4141,Delayed
PO25509,SKU140,ABC Traders,2022/02/12,2022-02-18,3051,Cancelled
PO25510,Tea 250g,Global Supplies,2023/11/03,2023-12-03,1156,Pending
PO25511,SKU117,Prime Wholesale,2023/10/26,2023-11-01,4258,Delayed
PO25512,Coffee 200g,Om Distributors,2024/06/03,2024-06-08,298,Delivered
PO25513,SKU150,Global Supplies,2023/08/31,2023-09-15,3994,Pending
PO25514,SKU155,Prime Wholesale,2022/07/09,2022-07-31,515,Cancelled
PO25515,Milk 500ml,ABC Traders,2023/04/12,2023-05-01,939,Delayed
PO25516,SKU137,FreshSource Ltd,2022/11/23,,3826,Delayed
PO25517,Peanut Butter Smooth 200g,ABC Traders,2024/09/14,2024-10-04,4818,In Transit
PO25518,Peanut Butter Crunchy 1kg,Om Distributors,2023/11/25,2023-12-13,1897,In Transit
PO25519,SKU151,Global Supplies,2022/09/30,2022-10-22,1131,Delivered
PO25520,SKU152,FreshSource Ltd,2022/05/30,2022-06-28,1104,Pending
PO25521,SKU105,ABC Traders,2022/07/27,2022-08-15,2204,Pending
PO25522,SKU150,Prime Wholesale,2023/10/27,2023-11-16,1982,Delayed
PO25523,Milk 500ml,FreshSource Ltd,2023/04/28,2023-05-02,1770,Cancelled
PO25524,SKU122,Global Supplies,2023/12/09,2023-12-27,2190,Delivered
PO25525,SKU116,ABC Traders,2023/08/04,,1587,Delayed
PO25526,SKU114,Prime Wholesale,2022/10/02,2022-10-20,959,Pending
PO25527,SKU102,Prime Wholesale,2022/05/14,,4597,Cancelled
PO25528,SKU129,Om Distributors,2023/01/31,2023-02-05,685,Delayed
PO25529,Milk 500ml,ABC Traders,2024/09/14,2024-10-10,3645,Pending
PO25530,Detergent 2kg,Om Distributors,2023/06/23,2023-07-22,4155,Cancelled
PO25531,Detergent 500g,FreshSource Ltd,2023/12/26,2024-01-23,3709,Cancelled
PO25532,Tea 250g,Om Distributors,2024/03/03,2024-03-09,4387,In Transit
PO25533,SKU131,Prime Wholesale,2022/01/23,,4471,In Transit
PO25534,Biscuits 100g,FreshSource Ltd,2024/06/29,,2643,Delivered
PO25535,SKU119,Prime Wholesale,2022/01/07,2022-01-18,1530,Delayed
PO25536,SKU108,Global Supplies,2022/03/09,2022-03-19,1254,Delivered
PO25537,Sunflower Oil 1L,FreshSource Ltd,2023/01/20,2023-01-29,1446,In Transit
PO25538,SKU129,FreshSource Ltd,2022/09/29,,4563,Cancelled
PO25539,Milk 500ml,FreshSource Ltd,2023/12/15,2024-01-01,4579,Delayed
PO25540,Milk 1L,Om Distributors,2022/03/24,2022-04-22,1306,Cancelled
PO25541,Biscuits 200g,Global Supplies,2022/04/16,2022-05-15,823,Cancelled
PO25542,SKU127,Om Distributors,2023/10/17,,983,Delivered
PO25543,SKU133,FreshSource Ltd,2024/09/04,2024-09-25,4163,Delayed
PO25544,Milk 1L,Om Distributors,2024/01/10,2024-01-27,445,Pending
PO25545,Sunflower Oil 2L,FreshSource Ltd,2022/06/01,2022-06-06,203,Delivered
PO25546,SKU116,Prime Wholesale,2023/01/29,2023-02-20,1501,In Transit
PO25547,SKU113,Global Supplies,2023/07/11,2023-07-16,792,In Transit
PO25548,Detergent 2kg,ABC Traders,2022/03/29,2022-04-16,4738,Delayed
PO25549,SKU107,Prime Wholesale,2023/06/12,2023-07-11,548,Delivered
PO25550,Detergent 1kg,Global Supplies,2024/09/11,2024-10-04,4712,In Transit
PO25551,Milk 500ml,ABC Traders,2024/05/05,2024-05-27,205,Cancelled
PO25552,Milk 500ml,ABC Traders,2023/08/29,2023-09-16,2478,In Transit
PO25553,SKU132,FreshSource Ltd,2023/05/25,,961,Cancelled
PO25554,SKU146,ABC Traders,2023/07/06,2023-07-15,2068,Delayed
PO25555,Peanut Butter Smooth 1kg,Om Distributors,2023/06/23,2023-06-27,2675,Delivered
PO25556,Peanut Butter Smooth 200g,ABC Traders,2024/09/03,2024-09-07,2127,Pending
PO25557,SKU157,Prime Wholesale,2023/09/15,,992,Pending
PO25558,Milk 1L,Om Distributors,2024/09/08,,3941,Delayed
PO25559,Peanut Butter Crunchy 200g,ABC Traders,2022/02/07,2022-03-05,4364,Cancelled
PO25560,SKU104,Global Supplies,2024/03/25,2024-04-13,4264,Cancelled
PO25561,SKU153,Prime Wholesale,2024/03/10,2024-03-13,1756,Pending
PO25562,Peanut Butter Crunchy 1kg,ABC Traders,2022/01/22,,4527,Cancelled
PO25563,SKU110,Om Distributors,2024/01/10,2024-01-28,3091,Delayed
PO25564,Sunflower Oil 2L,Prime Wholesale,2024/04/04,2024-04-12,3673,Delayed
PO25565,SKU141,ABC Traders,2024/08/25,2024-09-13,2401,Delivered
PO25566,SKU145,Om Distributors,2024/02/17,,3995,Delivered
PO25567,SKU145,FreshSource Ltd,2023/08/01,,3827,Cancelled
PO25568,SKU117,ABC Traders,2023/10/15,2023-11-12,3091,Cancelled
PO25569,SKU139,FreshSource Ltd,2022/02/18,2022-02-26,1061,Delivered
PO25570,SKU114,Prime Wholesale,2022/07/23,2022-08-22,1250,Delayed
PO25571,SKU128,Global Supplies,2023/12/11,2023-12-25,3865,Cancelled
PO25572,SKU122,Om Distributors,2022/01/05,2022-01-18,4066,In Transit
PO25573,Milk 500ml,Prime Wholesale,2024/07/15,2024-08-08,1311,In Transit
PO25574,SKU112,Om Distributors,2023/06/22,,3434,Cancelled
PO25575,SKU155,Prime Wholesale,2022/07/28,2022-08-08,4460,Cancelled
PO25576,SKU116,ABC Traders,2023/08/08,2023-08-13,1696,Delivered
PO25577,Biscuits 200g,FreshSource Ltd,2023/12/07,2023-12-10,1348,In Transit
PO25578,SKU102,Global Supplies,2022/12/25,2023-01-01,764,In Transit
PO25579,Biscuits 100g,Om Distributors,2022/04/29,2022-05-19,4872,In Transit
PO25580,SKU127,Prime Wholesale,2023/02/28,2023-03-09,2716,Delayed
PO25581,Sunflower Oil 5L,Om Distributors,2024/03/19,2024-04-17,688,Pending
PO25582,Milk 500ml,Om Distributors,2024/05/27,,3854,Delayed
PO25583,SKU148,Om Distributors,2022/04/10,,739,Pending
PO25584,SKU113,ABC Traders,2022/07/23,2022-08-05,3488,In Transit
PO25585,SKU109,FreshSource Ltd,2023/04/07,2023-04-13,224,In Transit
PO25586,SKU147,ABC Traders,2024/06/29,2024-07-18,734,Delivered
PO25587,SKU135,Prime Wholesale,2024/08/11,2024-08-15,1392,In Transit
PO25588,SKU150,Om Distributors,2024/02/02,2024-02-12,3670,Pending
PO25589,SKU126,Om Distributors,2024/01/31,2024-02-22,2408,Delayed
PO25590,SKU147,FreshSource Ltd,2022/03/01,2022-03-12,1462,Delayed
PO25591,SKU127,Global Supplies,2022/10/02,2022-10-15,349,In Transit
PO25592,SKU131,Global Supplies,2023/04/13,2023-04-17,4430,Cancelled
PO25593,SKU114,Global Supplies,2024/05/04,2024-05-23,1723,Delivered
PO25594,SKU117,Om Distributors,2023/03/02,2023-03-25,2350,Cancelled
PO25595,SKU101,Global Supplies,2023/09/26,2023-10-09,2054,Delivered
PO25596,Tea 250g,FreshSource Ltd,2022/08/06,2022-08-17,652,Delivered
PO25597,Milk 500ml,Global Supplies,2022/06/14,2022-06-24,3091,Delivered
PO25598,Milk 500ml,Global Supplies,2024/09/13,2024-10-04,4444,Cancelled
PO25599,Tea 500g,Prime Wholesale,2024/04/24,2024-05-04,4110,Delayed
PO25600,Tea 500g,ABC Traders,2023/01/29,,2787,Cancelled
PO25601,Detergent 500g,ABC Traders,2022/08/19,2022-08-30,3857,Pending
PO25602,Milk 500ml,FreshSource Ltd,2022/03/25,2022-04-19,925,Delayed
PO25603,SKU133,FreshSource Ltd,2024/07/16,,4684,Pending
PO25604,Coffee 200g,Global Supplies,2022/03/21,2022-04-12,1318,In Transit
PO25605,Peanut Butter Smooth 1kg,ABC Traders,2022/12/30,,2355,Cancelled
PO25606,SKU119,Om Distributors,2022/05/15,2022-06-14,560,Delayed
PO25607,Biscuits 100g,ABC Traders,2023/08/04,2023-09-02,4825,Pending
PO25608,SKU130,FreshSource Ltd,2022/06/15,2022-06-18,364,Pending
PO25609,SKU129,Global Supplies,2022/06/13,2022-07-03,4885,Cancelled
PO25610,Coffee 200g,Om Distributors,2023/10/03,2023-10-11,1191,Delivered
PO25611,SKU135,Prime Wholesale,2022/08/07,2022-08-24,4407,Pending
PO25612,SKU104,ABC Traders,2022/10/19,2022-10-25,2257,Delayed
PO25613,SKU146,Global Supplies,2022/04/21,,1835,In Transit
PO25614,SKU157,Om Distributors,2024/04/10,2024-04-30,1265,Pending
PO25615,Sunflower Oil 2L,FreshSource Ltd,2022/02/06,,2131,Cancelled
PO25616,Biscuits 500g,ABC Traders,2022/11/24,2022-12-18,4486,In Transit
PO25617,SKU105,Prime Wholesale,2023/07/30,2023-08-15,3542,In Transit
PO25618,SKU142,FreshSource Ltd,2023/02/23,2023-02-28,4306,Pending
PO25619,SKU129,Om Distributors,2023/08/20,2023-09-16,4896,In Transit
PO25620,SKU117,Om Distributors,2022/08/10,2022-08-22,4537,Delivered
PO25621,SKU154,ABC Traders,2024/02/16,2024-03-09,2258,Delayed
PO25622,Sunflower Oil 1L,Global Supplies,2022/02/05,2022-02-26,2688,In Transit
PO25623,SKU134,FreshSource Ltd,2022/01/07,2022-01-29,2283,Delayed
PO25624,SKU119,ABC Traders,2022/07/03,2022-07-28,3784,Cancelled
PO25625,SKU103,Prime Wholesale,2022/08/14,2022-09-01,4715,Pending
PO25626,SKU137,ABC Traders,2023/07/11,2023-07-14,4968,Delivered
PO25627,SKU128,FreshSource Ltd,2022/05/17,2022-05-20,2399,Delayed
PO25628,SKU100,Prime Wholesale,2024/05/24,,2975,Cancelled
PO25629,SKU142,Global Supplies,2024/06/02,,3255,Delivered
PO25630,Biscuits 100g,ABC Traders,2023/08/15,2023-09-08,318,Cancelled
PO25631,SKU121,ABC Traders,2022/04/15,2022-04-25,1765,Pending
PO25632,SKU125,Om Distributors,2024/05/10,2024-06-08,4790,Delivered
PO25633,Sunflower Oil 5L,Global Supplies,2023/10/11,2023-11-02,3804,Delayed
PO25634,SKU104,Om Distributors,2024/02/07,2024-02-24,747,Delivered
PO25635,SKU112,ABC Traders,2023/05/01,,4259,Delayed
PO25636,Detergent 500g,Prime Wholesale,2023/11/12,2023-12-10,3142,Delayed
PO25637,SKU152,Om Distributors,2022/09/23,2022-10-23,4161,Cancelled
PO25638,SKU158,Om Distributors,2022/06/05,2022-06-12,3744,In Transit
PO25639,Biscuits 500g,Om Distributors,2022/08/30,2022-09-24,1152,Delayed
PO25640,Biscuits 500g,ABC Traders,2023/06/25,2023-07-09,1341,Delivered
PO25641,SKU156,ABC Traders,2023/12/09,2023-12-13,2176,Cancelled
PO25642,SKU137,FreshSource Ltd,2024/04/13,2024-04-27,4009,Delayed
PO25643,SKU110,ABC Traders,2023/08/10,2023-08-20,762,In Transit
PO25644,Coffee 200g,ABC Traders,2022/07/30,2022-08-20,3066,Pending
PO25645,Biscuits 200g,Prime Wholesale,2024/04/21,,1672,Pending
PO25646,Peanut Butter Smooth 200g,Om Distributors,2023/11/04,2023-11-25,1722,Delayed
PO25647,SKU134,Om Distributors,2022/09/23,2022-09-28,1210,Delivered
PO25648,SKU137,FreshSource Ltd,2024/03/27,2024-04-18,4985,Cancelled
PO25649,SKU135,Prime Wholesale,2023/03/15,2023-03-23,4762,Delivered
PO25650,SKU102,Global Supplies,2022/03/24,2022-04-16,4872,Cancelled
PO25651,SKU127,ABC Traders,2024/03/31,2024-04-26,1065,Delayed
PO25652,SKU144,Om Distributors,2023/05/26,,2941,Delayed
PO25653,SKU111,FreshSource Ltd,2023/03/28,2023-04-03,4532,Pending
PO25654,Detergent 500g,ABC Traders,2024/01/08,,3611,Cancelled
PO25655,SKU143,ABC Traders,2024/05/28,2024-06-03,3375,Cancelled
PO25656,Tea 250g,FreshSource Ltd,2022/09/03,2022-09-25,3054,Delayed
PO25657,Milk 500ml,Om Distributors,2023/06/07,2023-06-24,2041,Cancelled
PO25658,SKU123,FreshSource Ltd,2024/05/06,2024-05-11,3276,In Transit
PO25659,SKU151,FreshSource Ltd,2022/04/05,2022-04-24,4526,Delayed
PO25660,SKU158,Global Supplies,2022/04/23,2022-05-14,1829,In Transit
PO25661,Milk 500ml,Om Distributors,2024/01/29,2024-02-05,4636,Cancelled
PO25662,SKU114,Global Supplies,2023/09/20,2023-10-11,4098,In Transit
PO25663,SKU137,FreshSource Ltd,2022/01/23,,4573,Cancelled
PO25664,SKU154,Om Distributors,2023/04/02,2023-04-30,1184,Delayed
PO25665,SKU156,Prime Wholesale,2024/05/04,,399,Delivered
PO25666,Milk 500ml,ABC Traders,2022/09/28,2022-10-23,213,Pending
PO25667,Tea 250g,ABC Traders,2024/01/08,2024-01-13,2448,Delayed
